architecture,scenario,seed,per_class,adaptation_examples,method_id,method,implementation,allocation,selected_learning_rate,lora_plus_ratio,validation_accuracy,validation_nll,best_epoch,epochs_ran,trainable_parameters,train_seconds,target_accuracy,target_macro_f1,target_nll,clean_accuracy,clean_macro_f1,clean_nll
mlp,mixed,312,5,50,lora_plus,LoRA+,lora_plus,4-4-4,0.003,16.0,0.6305555555555555,2.0984315872192383,8,26,1832,0.10969149399988964,0.6305555555555555,0.619090857832852,2.1035349369049072,0.9361111111111111,0.9351980926462204,0.37325114011764526
mlp,mixed,312,5,50,dora,DoRA,dora,4-4-4,0.03,1.0,0.6444444444444445,1.4576067924499512,17,35,2034,0.15505622299997412,0.6222222222222222,0.6186782817440744,1.5648061037063599,0.8277777777777777,0.826521006977919,0.9706009030342102
mlp,mixed,312,5,50,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.03,1.0,0.6416666666666667,2.0573415756225586,8,26,2024,0.10366477500019755,0.6027777777777777,0.5925001814156389,2.1764485836029053,0.9083333333333333,0.9073159648497201,0.5478519201278687
mlp,mixed,312,5,50,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.03,1.0,0.65,1.401515007019043,21,39,1768,0.17441533000010168,0.6055555555555555,0.5946757208225268,1.6153331995010376,0.7972222222222223,0.7981899942480799,1.25632643699646
mlp,mixed,312,10,100,lora,LoRA,lora,4-4-4,0.03,1.0,0.6972222222222222,1.5670835971832275,21,39,1832,0.19539995500008445,0.6888888888888889,0.6849917757261212,1.9364349842071533,0.8361111111111111,0.834564374305331,1.5196608304977417
mlp,mixed,312,10,100,lora_plus,LoRA+,lora_plus,4-4-4,0.003,16.0,0.6583333333333333,1.7928104400634766,41,59,1832,0.3009545770000841,0.6638888888888889,0.6633080026763846,1.7437330484390259,0.8194444444444444,0.8155113534315431,1.344717264175415
mlp,mixed,312,10,100,dora,DoRA,dora,4-4-4,0.03,1.0,0.6777777777777778,1.0879368782043457,18,36,2034,0.2038230560001466,0.6944444444444444,0.6910950268103547,1.1751526594161987,0.8333333333333334,0.8293146151058528,0.904982328414917
mlp,mixed,312,10,100,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.03,1.0,0.675,1.6595510244369507,22,40,2024,0.20535171799974705,0.6833333333333333,0.6830248080669972,1.8592075109481812,0.8527777777777777,0.8522300436270465,1.4452205896377563
mlp,mixed,312,10,100,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.03,1.0,0.6777777777777778,1.1242471933364868,18,36,1768,0.20508558799974708,0.6888888888888889,0.6871767773152707,1.1980884075164795,0.8361111111111111,0.832731793653873,0.9235484600067139
mlp,mixed,312,20,200,lora,LoRA,lora,4-4-4,0.03,1.0,0.7638888888888888,1.362428069114685,50,68,1832,0.49749219999966954,0.7166666666666667,0.7116165378329009,1.5997868776321411,0.75,0.7542514675139715,2.3481364250183105
mlp,mixed,312,20,200,lora_plus,LoRA+,lora_plus,4-4-4,0.003,16.0,0.7388888888888889,1.4830265045166016,60,78,1832,0.5759195929999805,0.7027777777777777,0.702577991304759,1.6251200437545776,0.7944444444444444,0.8005860049924205,1.6802239418029785
mlp,mixed,312,20,200,dora,DoRA,dora,4-4-4,0.03,1.0,0.7722222222222223,0.9232227802276611,43,61,2034,0.5091612159999386,0.7416666666666667,0.7396958891812468,0.9545379877090454,0.7694444444444445,0.7717846352067603,1.5119030475616455
mlp,mixed,312,20,200,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.03,1.0,0.7527777777777778,1.2110209465026855,18,36,2024,0.2587008820000847,0.7361111111111112,0.7341071979189563,1.3041424751281738,0.8138888888888889,0.8185076536743718,1.515803337097168
mlp,mixed,312,20,200,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.03,1.0,0.7638888888888888,0.8569263815879822,25,43,1768,0.3560689790001561,0.7444444444444445,0.7458188263315328,0.95082026720047,0.7944444444444444,0.7970650845502885,1.4019699096679688
mlp,mixed,312,40,400,lora,LoRA,lora,4-4-4,0.03,1.0,0.7666666666666667,0.8726714849472046,10,28,1832,0.2963058209998053,0.7527777777777778,0.7475207560996384,0.9540258049964905,0.8555555555555555,0.8552583808005242,0.9279654622077942
mlp,mixed,312,40,400,lora_plus,LoRA+,lora_plus,4-4-4,0.003,16.0,0.7666666666666667,0.9474595785140991,32,50,1832,0.5243946790001246,0.7333333333333333,0.7260005498290801,1.1139590740203857,0.75,0.7467500309357895,1.5575357675552368
mlp,mixed,312,40,400,dora,DoRA,dora,4-4-4,0.03,1.0,0.7722222222222223,0.7031247615814209,15,33,2034,0.4108206099999734,0.7611111111111111,0.7577804371481515,0.7199559807777405,0.8138888888888889,0.8163429807106042,0.979069709777832
mlp,mixed,312,40,400,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.03,1.0,0.7638888888888888,0.9644365310668945,14,32,2024,0.3376469609997912,0.7722222222222223,0.7708441230912785,0.9824584126472473,0.7916666666666666,0.7908176077534333,1.6064393520355225
mlp,mixed,312,40,400,dora_budgeted,DoRA (LoRA-budget ceiling),dora,4-3-3,0.03,1.0,0.7833333333333333,0.8686286211013794,41,59,1768,0.8636049060000914,0.7527777777777778,0.74600348358451,0.8350326418876648,0.7722222222222223,0.7650026950214304,1.4370869398117065
mlp,mixed,313,5,50,lora,LoRA,lora,4-4-4,0.03,1.0,0.6333333333333333,1.9477640390396118,21,39,1832,0.20194811900000786,0.6194444444444445,0.6138228624082955,2.0589942932128906,0.8611111111111112,0.8625290973499125,1.006675124168396
mlp,mixed,313,5,50,lora_plus,LoRA+,lora_plus,4-4-4,0.003,16.0,0.6,2.1245720386505127,8,26,1832,0.13801928900011262,0.6166666666666667,0.6150807423500432,2.102222442626953,0.9277777777777778,0.9271345945852989,0.349161297082901
mlp,mixed,313,5,50,dora,DoRA,dora,4-4-4,0.03,1.0,0.6444444444444445,1.5960475206375122,59,77,2034,0.44222230600007606,0.6222222222222222,0.6105563494342974,1.5220534801483154,0.7833333333333333,0.7805122413567351,1.2477718591690063
mlp,mixed,313,5,50,lora_matched,LoRA (DoRA-matched budget),lora,5-4-4,0.03,1.0,0.6305555555555555,1.8189890384674072,17,35,2024,0.17016180200016606,0.6277777777777778,0.6240498374864573,1.972583532333374,0.8861111111111111,0.8868197290672291,0.8368569016456604
