architecture,scenario,pilot_seed,method_id,method,implementation,allocation,learning_rate,lora_plus_ratio,validation_accuracy,validation_nll,best_epoch,epochs_ran,trainable_parameters,train_seconds
cnn,mixed,55,lora,LoRA,lora,4-4-4-4,0.003,1.0,0.8166666666666667,0.6842107176780701,58,76,1868,1.4578188789996602
cnn,mixed,11,lora,LoRA,lora,4-4-4-4,0.01,1.0,0.825,0.5554383397102356,23,41,1868,0.7985447690002729
cnn,mixed,22,lora,LoRA,lora,4-4-4-4,0.01,1.0,0.8305555555555556,0.5988701581954956,21,39,1868,0.7486938689999079
cnn,mixed,33,lora,LoRA,lora,4-4-4-4,0.01,1.0,0.8222222222222222,0.8076001405715942,50,68,1868,1.3408318470001177
cnn,mixed,44,lora,LoRA,lora,4-4-4-4,0.01,1.0,0.825,0.7152940630912781,30,48,1868,0.9399357080001209
cnn,mixed,55,lora,LoRA,lora,4-4-4-4,0.01,1.0,0.8166666666666667,0.7203778624534607,30,48,1868,0.9928239900000335
cnn,mixed,11,lora,LoRA,lora,4-4-4-4,0.03,1.0,0.8027777777777778,0.6007723212242126,14,32,1868,0.7432042669997827
cnn,mixed,22,lora,LoRA,lora,4-4-4-4,0.03,1.0,0.8111111111111111,0.6467636823654175,12,30,1868,0.6962421439998252
cnn,mixed,33,lora,LoRA,lora,4-4-4-4,0.03,1.0,0.825,0.7275810837745667,30,48,1868,1.1196342859998367
cnn,mixed,44,lora,LoRA,lora,4-4-4-4,0.03,1.0,0.8305555555555556,0.8935294151306152,39,57,1868,1.321329242000047
cnn,mixed,55,lora,LoRA,lora,4-4-4-4,0.03,1.0,0.8111111111111111,0.6995260715484619,16,34,1868,0.7900774919999094
cnn,mixed,11,lora_plus,LoRA+,lora_plus,4-4-4-4,0.0003,16.0,0.825,0.5608016848564148,115,120,1868,2.696952768999836
cnn,mixed,22,lora_plus,LoRA+,lora_plus,4-4-4-4,0.0003,16.0,0.8,0.6367223858833313,52,70,1868,1.4253429159998632
cnn,mixed,33,lora_plus,LoRA+,lora_plus,4-4-4-4,0.0003,16.0,0.8166666666666667,0.7003297805786133,114,120,1868,2.286623641999995
cnn,mixed,44,lora_plus,LoRA+,lora_plus,4-4-4-4,0.0003,16.0,0.8277777777777777,0.6541303992271423,120,120,1868,2.3151413370001137
cnn,mixed,55,lora_plus,LoRA+,lora_plus,4-4-4-4,0.0003,16.0,0.8083333333333333,0.6916335225105286,78,96,1868,1.935974695999903
cnn,mixed,11,lora_plus,LoRA+,lora_plus,4-4-4-4,0.001,16.0,0.8138888888888889,0.5703398585319519,33,51,1868,1.0265994179999325
cnn,mixed,22,lora_plus,LoRA+,lora_plus,4-4-4-4,0.001,16.0,0.8194444444444444,0.6040043234825134,36,54,1868,1.0668755769997915
cnn,mixed,33,lora_plus,LoRA+,lora_plus,4-4-4-4,0.001,16.0,0.8166666666666667,0.7043346166610718,38,56,1868,1.149622534000173
cnn,mixed,44,lora_plus,LoRA+,lora_plus,4-4-4-4,0.001,16.0,0.825,0.7204895615577698,47,65,1868,1.3197996449998755
cnn,mixed,55,lora_plus,LoRA+,lora_plus,4-4-4-4,0.001,16.0,0.8166666666666667,0.7149714231491089,50,68,1868,1.3588282119999349
cnn,mixed,11,lora_plus,LoRA+,lora_plus,4-4-4-4,0.003,16.0,0.8166666666666667,0.5949939489364624,28,46,1868,0.9408044609999706
cnn,mixed,22,lora_plus,LoRA+,lora_plus,4-4-4-4,0.003,16.0,0.8166666666666667,0.7048835158348083,32,50,1868,1.0362433699997382
cnn,mixed,33,lora_plus,LoRA+,lora_plus,4-4-4-4,0.003,16.0,0.8055555555555556,0.7328627109527588,26,44,1868,0.8906463309999708
cnn,mixed,44,lora_plus,LoRA+,lora_plus,4-4-4-4,0.003,16.0,0.825,0.7009919285774231,14,32,1868,0.5976623970000219
cnn,mixed,55,lora_plus,LoRA+,lora_plus,4-4-4-4,0.003,16.0,0.8138888888888889,0.7310779094696045,13,31,1868,0.6209422309998445
cnn,mixed,11,dora,DoRA,dora,4-4-4-4,0.003,1.0,0.8361111111111111,0.548443615436554,59,77,1990,1.7487237049999749
cnn,mixed,22,dora,DoRA,dora,4-4-4-4,0.003,1.0,0.825,0.5637061595916748,54,72,1990,1.5182081379998635
cnn,mixed,33,dora,DoRA,dora,4-4-4-4,0.003,1.0,0.8083333333333333,0.6987113356590271,56,74,1990,1.6502264249998007
cnn,mixed,44,dora,DoRA,dora,4-4-4-4,0.003,1.0,0.8194444444444444,0.6117929220199585,49,67,1990,1.4362147940000796
cnn,mixed,55,dora,DoRA,dora,4-4-4-4,0.003,1.0,0.8222222222222222,0.6568111181259155,50,68,1990,1.5127062360002128
cnn,mixed,11,dora,DoRA,dora,4-4-4-4,0.01,1.0,0.8333333333333334,0.5401846170425415,26,44,1990,0.9669715190002535
cnn,mixed,22,dora,DoRA,dora,4-4-4-4,0.01,1.0,0.8305555555555556,0.5726848840713501,21,39,1990,0.8296712080000361
cnn,mixed,33,dora,DoRA,dora,4-4-4-4,0.01,1.0,0.8194444444444444,0.6201174259185791,21,39,1990,0.8830548490000183
cnn,mixed,44,dora,DoRA,dora,4-4-4-4,0.01,1.0,0.8444444444444444,0.6659550070762634,30,48,1990,0.9980171279999013
cnn,mixed,55,dora,DoRA,dora,4-4-4-4,0.01,1.0,0.8277777777777777,0.6328725814819336,16,34,1990,0.7238786579996486
cnn,mixed,11,dora,DoRA,dora,4-4-4-4,0.03,1.0,0.8138888888888889,0.5612488985061646,14,32,1990,0.6669750870000826
cnn,mixed,22,dora,DoRA,dora,4-4-4-4,0.03,1.0,0.8305555555555556,0.5442699193954468,18,36,1990,0.7870057459999771
cnn,mixed,33,dora,DoRA,dora,4-4-4-4,0.03,1.0,0.8194444444444444,0.7126147747039795,21,39,1990,0.8033754990001398
cnn,mixed,44,dora,DoRA,dora,4-4-4-4,0.03,1.0,0.8305555555555556,0.7422828078269958,33,51,1990,1.1219925589998638
cnn,mixed,55,dora,DoRA,dora,4-4-4-4,0.03,1.0,0.8222222222222222,0.6275793313980103,7,25,1990,0.5413733260002118
cnn,mixed,11,full,Full fine-tuning,full,0-0-0-0,0.0001,1.0,0.7805555555555556,0.732426643371582,73,91,13706,1.501106623999931
cnn,mixed,22,full,Full fine-tuning,full,0-0-0-0,0.0001,1.0,0.7833333333333333,0.7092360854148865,103,120,13706,2.109007312000358
cnn,mixed,33,full,Full fine-tuning,full,0-0-0-0,0.0001,1.0,0.7916666666666666,0.6852940917015076,115,120,13706,1.9857661050000388
cnn,mixed,44,full,Full fine-tuning,full,0-0-0-0,0.0001,1.0,0.8027777777777778,0.7014349699020386,116,120,13706,2.102125173999866
cnn,mixed,55,full,Full fine-tuning,full,0-0-0-0,0.0001,1.0,0.8055555555555556,0.703544557094574,117,120,13706,2.085237573000086
cnn,mixed,11,full,Full fine-tuning,full,0-0-0-0,0.0003,1.0,0.8138888888888889,0.5788249969482422,115,120,13706,1.914169337000203
cnn,mixed,22,full,Full fine-tuning,full,0-0-0-0,0.0003,1.0,0.8111111111111111,0.6373559832572937,52,70,13706,1.1973497700000735
cnn,mixed,33,full,Full fine-tuning,full,0-0-0-0,0.0003,1.0,0.8138888888888889,0.6689541935920715,56,74,13706,1.2609561919998669
cnn,mixed,44,full,Full fine-tuning,full,0-0-0-0,0.0003,1.0,0.8166666666666667,0.6741197109222412,67,85,13706,1.3674304700002722
cnn,mixed,55,full,Full fine-tuning,full,0-0-0-0,0.0003,1.0,0.8083333333333333,0.6394191384315491,78,96,13706,1.6231358390000423
cnn,mixed,11,full,Full fine-tuning,full,0-0-0-0,0.001,1.0,0.8305555555555556,0.5562151074409485,59,77,13706,1.2281656929999372
cnn,mixed,22,full,Full fine-tuning,full,0-0-0-0,0.001,1.0,0.8222222222222222,0.5841588973999023,27,45,13706,0.7613150180000048
cnn,mixed,33,full,Full fine-tuning,full,0-0-0-0,0.001,1.0,0.8194444444444444,0.6387221217155457,32,50,13706,0.7867119020002065
cnn,mixed,44,full,Full fine-tuning,full,0-0-0-0,0.001,1.0,0.8333333333333334,0.6400166153907776,46,64,13706,1.0667791320001925
cnn,mixed,55,full,Full fine-tuning,full,0-0-0-0,0.001,1.0,0.8277777777777777,0.6259846687316895,33,51,13706,0.8493494740000642
