architecture,scenario,seed,method_id,method,implementation,allocation,selected_learning_rate,lora_plus_ratio,validation_accuracy,validation_nll,best_epoch,epochs_ran,trainable_parameters,train_seconds,target_accuracy,target_macro_f1,target_nll,clean_accuracy,clean_macro_f1,clean_nll
cnn,rotation,208,full,Full fine-tuning,full,0-0-0-0,0.001,1.0,0.9555555555555556,0.18338796496391296,102,120,13706,2.2606844900001306,0.9555555555555556,0.9554791093187693,0.12534931302070618,0.85,0.8560826576816349,0.9209706783294678
cnn,rotation,209,full,Full fine-tuning,full,0-0-0-0,0.001,1.0,0.9472222222222222,0.21908432245254517,112,120,13706,2.4618047339999976,0.95,0.9501513489646769,0.1673416644334793,0.85,0.8575746667523066,0.98042893409729
cnn,rotation,210,full,Full fine-tuning,full,0-0-0-0,0.001,1.0,0.9305555555555556,0.30495572090148926,52,70,13706,1.465879433000282,0.9527777777777777,0.9524252487143045,0.17242877185344696,0.8555555555555555,0.8624032706070734,0.771088719367981
cnn,rotation,201,lora,LoRA,lora,4-4-4-4,0.03,1.0,0.9611111111111111,0.17634916305541992,35,53,1868,1.2452264019998438,0.95,0.9493660178647788,0.21317912638187408,0.7694444444444445,0.7673238919563028,1.8021730184555054
cnn,rotation,202,lora,LoRA,lora,4-4-4-4,0.03,1.0,0.9472222222222222,0.3122423589229584,33,51,1868,1.1154837610001778,0.9472222222222222,0.946836134059702,0.20624682307243347,0.8194444444444444,0.8321821621159342,1.4416334629058838
cnn,rotation,203,lora,LoRA,lora,4-4-4-4,0.03,1.0,0.9555555555555556,0.16498881578445435,41,59,1868,1.3884204430000864,0.95,0.9491767452383891,0.2148435413837433,0.7944444444444444,0.7991161893945469,1.568519949913025
cnn,rotation,204,lora,LoRA,lora,4-4-4-4,0.03,1.0,0.95,0.18269063532352448,17,35,1868,0.7710649320001721,0.9527777777777777,0.9524682091588547,0.1653704047203064,0.8166666666666667,0.8219678084151534,1.1294333934783936
cnn,rotation,205,lora,LoRA,lora,4-4-4-4,0.03,1.0,0.9583333333333334,0.15156486630439758,26,44,1868,0.9585143829999652,0.9694444444444444,0.9695281441882789,0.17026792466640472,0.8444444444444444,0.847723113122469,0.9858454465866089
cnn,rotation,206,lora,LoRA,lora,4-4-4-4,0.03,1.0,0.9555555555555556,0.20491531491279602,23,41,1868,0.7597034530003839,0.9583333333333334,0.9583885486990699,0.12677623331546783,0.8555555555555555,0.8537279257051962,0.7755496501922607
cnn,rotation,207,lora,LoRA,lora,4-4-4-4,0.03,1.0,0.95,0.20055842399597168,12,30,1868,0.5833749960002024,0.95,0.9499848484211972,0.15267367660999298,0.8722222222222222,0.8778200636840163,0.6856056451797485
cnn,rotation,208,lora,LoRA,lora,4-4-4-4,0.03,1.0,0.9666666666666667,0.175470769405365,51,69,1868,1.347884540999985,0.9472222222222222,0.9472151535562732,0.1673450469970703,0.7944444444444444,0.7962861731552828,1.3556857109069824
cnn,rotation,209,lora,LoRA,lora,4-4-4-4,0.03,1.0,0.9416666666666667,0.257647842168808,28,46,1868,0.8146960309995848,0.95,0.9497346697692229,0.20926159620285034,0.8333333333333334,0.8400966197887973,1.0684235095977783
cnn,rotation,210,lora,LoRA,lora,4-4-4-4,0.03,1.0,0.95,0.24906960129737854,62,80,1868,1.5120065070000237,0.9555555555555556,0.9550574168192686,0.18746113777160645,0.8194444444444444,0.8287203263210172,1.4038238525390625
cnn,rotation,201,lora_plus,LoRA+,lora_plus,4-4-4-4,0.003,16.0,0.95,0.17371226847171783,25,43,1868,0.8319388260001688,0.95,0.9496406812353448,0.20773042738437653,0.85,0.8521260364450415,0.8116893172264099
cnn,rotation,202,lora_plus,LoRA+,lora_plus,4-4-4-4,0.003,16.0,0.95,0.21061931550502777,67,85,1868,1.6918199579999964,0.9444444444444444,0.9441672168343729,0.16940514743328094,0.8472222222222222,0.8516102117677757,1.1648987531661987
cnn,rotation,203,lora_plus,LoRA+,lora_plus,4-4-4-4,0.003,16.0,0.9583333333333334,0.20891541242599487,41,59,1868,1.210056065000117,0.9583333333333334,0.9580982789394905,0.20381316542625427,0.8166666666666667,0.8219381056836819,1.1914801597595215
cnn,rotation,204,lora_plus,LoRA+,lora_plus,4-4-4-4,0.003,16.0,0.9527777777777777,0.19688309729099274,34,52,1868,1.030956339000113,0.9527777777777777,0.9526585930929203,0.17551904916763306,0.7388888888888889,0.7481653648692613,1.8076419830322266
cnn,rotation,205,lora_plus,LoRA+,lora_plus,4-4-4-4,0.003,16.0,0.9527777777777777,0.19262383878231049,39,57,1868,1.162246820999826,0.9555555555555556,0.9553563112430904,0.178748220205307,0.8027777777777778,0.8085007522708919,1.4238179922103882
cnn,rotation,206,lora_plus,LoRA+,lora_plus,4-4-4-4,0.003,16.0,0.9388888888888889,0.26908794045448303,42,60,1868,1.1504271300000255,0.9555555555555556,0.9554710828883446,0.1533423513174057,0.8583333333333333,0.8567395090172767,0.9943308234214783
cnn,rotation,207,lora_plus,LoRA+,lora_plus,4-4-4-4,0.003,16.0,0.9472222222222222,0.20299029350280762,43,61,1868,1.2465905779999957,0.9527777777777777,0.9526888442355661,0.1581517606973648,0.8305555555555556,0.8433476402949719,1.1509885787963867
cnn,rotation,208,lora_plus,LoRA+,lora_plus,4-4-4-4,0.003,16.0,0.9694444444444444,0.17533476650714874,105,120,1868,2.3928988819998267,0.9583333333333334,0.9584841425776183,0.16213995218276978,0.7722222222222223,0.7734981031776962,1.593454122543335
cnn,rotation,209,lora_plus,LoRA+,lora_plus,4-4-4-4,0.003,16.0,0.9472222222222222,0.27048733830451965,60,78,1868,1.507053349999751,0.9472222222222222,0.9472061767273035,0.24820935726165771,0.8027777777777778,0.8100278587926513,1.4373301267623901
cnn,rotation,210,lora_plus,LoRA+,lora_plus,4-4-4-4,0.003,16.0,0.9361111111111111,0.3094679117202759,59,77,1868,1.500031139999919,0.9527777777777777,0.9525136851339925,0.20570087432861328,0.8,0.8103995466730106,1.2977049350738525
